bucket,bucket_description,signal,channel_id,case,selected_candidate_family,independent_rx_shape,independent_rx_timing,hspice_rx_shape,hspice_rx_timing,hspice_audit_class,hspice_audit_reason,rx_active_rmse_mv,rx_active_maxabs_mv,tx_active_rmse_mv,tx_active_maxabs_mv,figure
02_rx_shape_pass_timing_warn,"RX shape matches HSPICE, but timing is WARN/ambiguous. Useful RX-shape evidence, not timing-certified.",rx,Ch1_10_5F3N_f2_47dc69c2,audit_amp1p5_edge5_r50,reduced_4p_rx_dominant_delay_rc,WARN,WARN,PASS,WARN,WARN,voltage_pass_threshold_delay_confidence_low,0.014509010926982781,0.047334367671606016,32.55895020954816,89.43524447884488,02_rx_shape_pass_timing_warn/rx_side/028_WARN_Ch1_10_5F3N_f2_47dc69c2_audit_amp1p5_edge5_r50_rx.png
02_rx_shape_pass_timing_warn,"RX shape matches HSPICE, but timing is WARN/ambiguous. Useful RX-shape evidence, not timing-certified.",tx,Ch1_10_5F3N_f2_47dc69c2,audit_amp1p5_edge5_r50,reduced_4p_rx_dominant_delay_rc,WARN,WARN,PASS,WARN,WARN,voltage_pass_threshold_delay_confidence_low,0.014509010926982781,0.047334367671606016,32.55895020954816,89.43524447884488,02_rx_shape_pass_timing_warn/tx_side/028_WARN_Ch1_10_5F3N_f2_47dc69c2_audit_amp1p5_edge5_r50_tx.png
02_rx_shape_pass_timing_warn,"RX shape matches HSPICE, but timing is WARN/ambiguous. Useful RX-shape evidence, not timing-certified.",rx,Ch1_10_5F3N_f4_dfb4f0b9,audit_amp1p5_edge500_r50,reduced_4p_rx_dominant_delay_rc,WARN,WARN,PASS,WARN,WARN,voltage_pass_threshold_delay_confidence_low,0.01680908425875449,0.04519831127547673,10.266958950389204,21.445283087876632,02_rx_shape_pass_timing_warn/rx_side/029_WARN_Ch1_10_5F3N_f4_dfb4f0b9_audit_amp1p5_edge500_r50_rx.png
02_rx_shape_pass_timing_warn,"RX shape matches HSPICE, but timing is WARN/ambiguous. Useful RX-shape evidence, not timing-certified.",tx,Ch1_10_5F3N_f4_dfb4f0b9,audit_amp1p5_edge500_r50,reduced_4p_rx_dominant_delay_rc,WARN,WARN,PASS,WARN,WARN,voltage_pass_threshold_delay_confidence_low,0.01680908425875449,0.04519831127547673,10.266958950389204,21.445283087876632,02_rx_shape_pass_timing_warn/tx_side/029_WARN_Ch1_10_5F3N_f4_dfb4f0b9_audit_amp1p5_edge500_r50_tx.png
02_rx_shape_pass_timing_warn,"RX shape matches HSPICE, but timing is WARN/ambiguous. Useful RX-shape evidence, not timing-certified.",rx,Ch1_10_5F3N_f4_dfb4f0b9,audit_amp1p5_edge50_r50,reduced_4p_rx_dominant_delay_rc,WARN,WARN,PASS,WARN,WARN,voltage_pass_threshold_delay_confidence_low,0.024709487125215396,0.26820722671986774,10.925608048624317,23.65739738594941,02_rx_shape_pass_timing_warn/rx_side/030_WARN_Ch1_10_5F3N_f4_dfb4f0b9_audit_amp1p5_edge50_r50_rx.png
02_rx_shape_pass_timing_warn,"RX shape matches HSPICE, but timing is WARN/ambiguous. Useful RX-shape evidence, not timing-certified.",tx,Ch1_10_5F3N_f4_dfb4f0b9,audit_amp1p5_edge50_r50,reduced_4p_rx_dominant_delay_rc,WARN,WARN,PASS,WARN,WARN,voltage_pass_threshold_delay_confidence_low,0.024709487125215396,0.26820722671986774,10.925608048624317,23.65739738594941,02_rx_shape_pass_timing_warn/tx_side/030_WARN_Ch1_10_5F3N_f4_dfb4f0b9_audit_amp1p5_edge50_r50_tx.png
02_rx_shape_pass_timing_warn,"RX shape matches HSPICE, but timing is WARN/ambiguous. Useful RX-shape evidence, not timing-certified.",rx,Ch1_10_5F3N_f4_dfb4f0b9,audit_amp1p5_edge5_r50,reduced_4p_rx_dominant_delay_rc,WARN,WARN,PASS,WARN,WARN,voltage_pass_threshold_delay_confidence_low,0.06602055926401641,0.8485077800934543,12.527308189555459,46.60961557843013,02_rx_shape_pass_timing_warn/rx_side/031_WARN_Ch1_10_5F3N_f4_dfb4f0b9_audit_amp1p5_edge5_r50_rx.png
02_rx_shape_pass_timing_warn,"RX shape matches HSPICE, but timing is WARN/ambiguous. Useful RX-shape evidence, not timing-certified.",tx,Ch1_10_5F3N_f4_dfb4f0b9,audit_amp1p5_edge5_r50,reduced_4p_rx_dominant_delay_rc,WARN,WARN,PASS,WARN,WARN,voltage_pass_threshold_delay_confidence_low,0.06602055926401641,0.8485077800934543,12.527308189555459,46.60961557843013,02_rx_shape_pass_timing_warn/tx_side/031_WARN_Ch1_10_5F3N_f4_dfb4f0b9_audit_amp1p5_edge5_r50_tx.png
02_rx_shape_pass_timing_warn,"RX shape matches HSPICE, but timing is WARN/ambiguous. Useful RX-shape evidence, not timing-certified.",rx,Ch1_10_5F3N_f5_30ca600f,audit_amp1p5_edge500_r50,reduced_4p_rx_dominant_delay_rc,WARN,WARN,PASS,WARN,WARN,voltage_pass_threshold_delay_confidence_low,0.01711262283072942,0.06974094340296993,29.85138187900975,58.65004048867283,02_rx_shape_pass_timing_warn/rx_side/032_WARN_Ch1_10_5F3N_f5_30ca600f_audit_amp1p5_edge500_r50_rx.png
02_rx_shape_pass_timing_warn,"RX shape matches HSPICE, but timing is WARN/ambiguous. Useful RX-shape evidence, not timing-certified.",tx,Ch1_10_5F3N_f5_30ca600f,audit_amp1p5_edge500_r50,reduced_4p_rx_dominant_delay_rc,WARN,WARN,PASS,WARN,WARN,voltage_pass_threshold_delay_confidence_low,0.01711262283072942,0.06974094340296993,29.85138187900975,58.65004048867283,02_rx_shape_pass_timing_warn/tx_side/032_WARN_Ch1_10_5F3N_f5_30ca600f_audit_amp1p5_edge500_r50_tx.png
02_rx_shape_pass_timing_warn,"RX shape matches HSPICE, but timing is WARN/ambiguous. Useful RX-shape evidence, not timing-certified.",rx,Ch1_10_5F3N_f5_30ca600f,audit_amp1p5_edge50_r50,reduced_4p_rx_dominant_delay_rc,WARN,WARN,PASS,WARN,WARN,voltage_pass_threshold_delay_confidence_low,0.01872210572027107,0.1063532234518877,31.84386545799732,60.41899855089958,02_rx_shape_pass_timing_warn/rx_side/033_WARN_Ch1_10_5F3N_f5_30ca600f_audit_amp1p5_edge50_r50_rx.png
02_rx_shape_pass_timing_warn,"RX shape matches HSPICE, but timing is WARN/ambiguous. Useful RX-shape evidence, not timing-certified.",tx,Ch1_10_5F3N_f5_30ca600f,audit_amp1p5_edge50_r50,reduced_4p_rx_dominant_delay_rc,WARN,WARN,PASS,WARN,WARN,voltage_pass_threshold_delay_confidence_low,0.01872210572027107,0.1063532234518877,31.84386545799732,60.41899855089958,02_rx_shape_pass_timing_warn/tx_side/033_WARN_Ch1_10_5F3N_f5_30ca600f_audit_amp1p5_edge50_r50_tx.png
02_rx_shape_pass_timing_warn,"RX shape matches HSPICE, but timing is WARN/ambiguous. Useful RX-shape evidence, not timing-certified.",rx,Ch1_10_5F3N_f5_30ca600f,audit_amp1p5_edge5_r50,reduced_4p_rx_dominant_delay_rc,WARN,WARN,PASS,WARN,WARN,voltage_pass_threshold_delay_confidence_low,0.01811626099403476,0.11290883679899089,32.472278944273135,78.87706771545777,02_rx_shape_pass_timing_warn/rx_side/034_WARN_Ch1_10_5F3N_f5_30ca600f_audit_amp1p5_edge5_r50_rx.png
02_rx_shape_pass_timing_warn,"RX shape matches HSPICE, but timing is WARN/ambiguous. Useful RX-shape evidence, not timing-certified.",tx,Ch1_10_5F3N_f5_30ca600f,audit_amp1p5_edge5_r50,reduced_4p_rx_dominant_delay_rc,WARN,WARN,PASS,WARN,WARN,voltage_pass_threshold_delay_confidence_low,0.01811626099403476,0.11290883679899089,32.472278944273135,78.87706771545777,02_rx_shape_pass_timing_warn/tx_side/034_WARN_Ch1_10_5F3N_f5_30ca600f_audit_amp1p5_edge5_r50_tx.png
02_rx_shape_pass_timing_warn,"RX shape matches HSPICE, but timing is WARN/ambiguous. Useful RX-shape evidence, not timing-certified.",rx,Ch2_12_5F3N_f1_3378b0a3,audit_amp1p5_edge500_r50,reduced_4p_rx_dominant_delay_rc,WARN,WARN,PASS,WARN,WARN,voltage_pass_threshold_delay_confidence_low,0.09972045731180294,0.34488619104854046,24.773469270087773,51.015315620082866,02_rx_shape_pass_timing_warn/rx_side/035_WARN_Ch2_12_5F3N_f1_3378b0a3_audit_amp1p5_edge500_r50_rx.png
02_rx_shape_pass_timing_warn,"RX shape matches HSPICE, but timing is WARN/ambiguous. Useful RX-shape evidence, not timing-certified.",tx,Ch2_12_5F3N_f1_3378b0a3,audit_amp1p5_edge500_r50,reduced_4p_rx_dominant_delay_rc,WARN,WARN,PASS,WARN,WARN,voltage_pass_threshold_delay_confidence_low,0.09972045731180294,0.34488619104854046,24.773469270087773,51.015315620082866,02_rx_shape_pass_timing_warn/tx_side/035_WARN_Ch2_12_5F3N_f1_3378b0a3_audit_amp1p5_edge500_r50_tx.png
02_rx_shape_pass_timing_warn,"RX shape matches HSPICE, but timing is WARN/ambiguous. Useful RX-shape evidence, not timing-certified.",rx,Ch2_12_5F3N_f1_3378b0a3,audit_amp1p5_edge50_r50,reduced_4p_rx_dominant_delay_rc,WARN,WARN,PASS,WARN,WARN,voltage_pass_threshold_delay_confidence_low,0.09964386196382635,0.3767702489764119,27.757089860359454,67.23229062185865,02_rx_shape_pass_timing_warn/rx_side/036_WARN_Ch2_12_5F3N_f1_3378b0a3_audit_amp1p5_edge50_r50_rx.png
02_rx_shape_pass_timing_warn,"RX shape matches HSPICE, but timing is WARN/ambiguous. Useful RX-shape evidence, not timing-certified.",tx,Ch2_12_5F3N_f1_3378b0a3,audit_amp1p5_edge50_r50,reduced_4p_rx_dominant_delay_rc,WARN,WARN,PASS,WARN,WARN,voltage_pass_threshold_delay_confidence_low,0.09964386196382635,0.3767702489764119,27.757089860359454,67.23229062185865,02_rx_shape_pass_timing_warn/tx_side/036_WARN_Ch2_12_5F3N_f1_3378b0a3_audit_amp1p5_edge50_r50_tx.png
02_rx_shape_pass_timing_warn,"RX shape matches HSPICE, but timing is WARN/ambiguous. Useful RX-shape evidence, not timing-certified.",rx,Ch2_12_5F3N_f1_3378b0a3,audit_amp1p5_edge5_r50,reduced_4p_rx_dominant_delay_rc,WARN,WARN,PASS,WARN,WARN,voltage_pass_threshold_delay_confidence_low,0.1037595705165617,0.38134803307141674,29.071123060574607,75.91189742701754,02_rx_shape_pass_timing_warn/rx_side/037_WARN_Ch2_12_5F3N_f1_3378b0a3_audit_amp1p5_edge5_r50_rx.png
02_rx_shape_pass_timing_warn,"RX shape matches HSPICE, but timing is WARN/ambiguous. Useful RX-shape evidence, not timing-certified.",tx,Ch2_12_5F3N_f1_3378b0a3,audit_amp1p5_edge5_r50,reduced_4p_rx_dominant_delay_rc,WARN,WARN,PASS,WARN,WARN,voltage_pass_threshold_delay_confidence_low,0.1037595705165617,0.38134803307141674,29.071123060574607,75.91189742701754,02_rx_shape_pass_timing_warn/tx_side/037_WARN_Ch2_12_5F3N_f1_3378b0a3_audit_amp1p5_edge5_r50_tx.png
02_rx_shape_pass_timing_warn,"RX shape matches HSPICE, but timing is WARN/ambiguous. Useful RX-shape evidence, not timing-certified.",rx,Ch2_12_5F3N_f2_d795f530,audit_amp1p5_edge500_r50,reduced_4p_rx_dominant_delay_rc,WARN,WARN,PASS,WARN,WARN,voltage_pass_threshold_delay_confidence_low,0.01316110911706908,0.03205987716793402,25.658491941700316,52.008350463460616,02_rx_shape_pass_timing_warn/rx_side/038_WARN_Ch2_12_5F3N_f2_d795f530_audit_amp1p5_edge500_r50_rx.png
02_rx_shape_pass_timing_warn,"RX shape matches HSPICE, but timing is WARN/ambiguous. Useful RX-shape evidence, not timing-certified.",tx,Ch2_12_5F3N_f2_d795f530,audit_amp1p5_edge500_r50,reduced_4p_rx_dominant_delay_rc,WARN,WARN,PASS,WARN,WARN,voltage_pass_threshold_delay_confidence_low,0.01316110911706908,0.03205987716793402,25.658491941700316,52.008350463460616,02_rx_shape_pass_timing_warn/tx_side/038_WARN_Ch2_12_5F3N_f2_d795f530_audit_amp1p5_edge500_r50_tx.png
02_rx_shape_pass_timing_warn,"RX shape matches HSPICE, but timing is WARN/ambiguous. Useful RX-shape evidence, not timing-certified.",rx,Ch2_12_5F3N_f2_d795f530,audit_amp1p5_edge50_r50,reduced_4p_rx_dominant_delay_rc,WARN,WARN,PASS,WARN,WARN,voltage_pass_threshold_delay_confidence_low,0.015766238932093342,0.10908075161295447,27.917986841244847,61.29132882882915,02_rx_shape_pass_timing_warn/rx_side/039_WARN_Ch2_12_5F3N_f2_d795f530_audit_amp1p5_edge50_r50_rx.png
02_rx_shape_pass_timing_warn,"RX shape matches HSPICE, but timing is WARN/ambiguous. Useful RX-shape evidence, not timing-certified.",tx,Ch2_12_5F3N_f2_d795f530,audit_amp1p5_edge50_r50,reduced_4p_rx_dominant_delay_rc,WARN,WARN,PASS,WARN,WARN,voltage_pass_threshold_delay_confidence_low,0.015766238932093342,0.10908075161295447,27.917986841244847,61.29132882882915,02_rx_shape_pass_timing_warn/tx_side/039_WARN_Ch2_12_5F3N_f2_d795f530_audit_amp1p5_edge50_r50_tx.png
02_rx_shape_pass_timing_warn,"RX shape matches HSPICE, but timing is WARN/ambiguous. Useful RX-shape evidence, not timing-certified.",rx,Ch2_12_5F3N_f2_d795f530,audit_amp1p5_edge5_r50,reduced_4p_rx_dominant_delay_rc,WARN,WARN,PASS,WARN,WARN,voltage_pass_threshold_delay_confidence_low,0.015931291453074918,0.12365192046288805,32.04764748342227,174.84969408548307,02_rx_shape_pass_timing_warn/rx_side/040_WARN_Ch2_12_5F3N_f2_d795f530_audit_amp1p5_edge5_r50_rx.png
02_rx_shape_pass_timing_warn,"RX shape matches HSPICE, but timing is WARN/ambiguous. Useful RX-shape evidence, not timing-certified.",tx,Ch2_12_5F3N_f2_d795f530,audit_amp1p5_edge5_r50,reduced_4p_rx_dominant_delay_rc,WARN,WARN,PASS,WARN,WARN,voltage_pass_threshold_delay_confidence_low,0.015931291453074918,0.12365192046288805,32.04764748342227,174.84969408548307,02_rx_shape_pass_timing_warn/tx_side/040_WARN_Ch2_12_5F3N_f2_d795f530_audit_amp1p5_edge5_r50_tx.png
02_rx_shape_pass_timing_warn,"RX shape matches HSPICE, but timing is WARN/ambiguous. Useful RX-shape evidence, not timing-certified.",rx,Ch2_12_5F3N_f4_5d940b85,audit_amp1p5_edge500_r50,reduced_4p_rx_dominant_delay_rc,WARN,WARN,PASS,WARN,WARN,voltage_pass_threshold_delay_confidence_low,0.00790967217439661,0.035911805310324695,33.41531083884519,71.22755182867992,02_rx_shape_pass_timing_warn/rx_side/041_WARN_Ch2_12_5F3N_f4_5d940b85_audit_amp1p5_edge500_r50_rx.png
02_rx_shape_pass_timing_warn,"RX shape matches HSPICE, but timing is WARN/ambiguous. Useful RX-shape evidence, not timing-certified.",tx,Ch2_12_5F3N_f4_5d940b85,audit_amp1p5_edge500_r50,reduced_4p_rx_dominant_delay_rc,WARN,WARN,PASS,WARN,WARN,voltage_pass_threshold_delay_confidence_low,0.00790967217439661,0.035911805310324695,33.41531083884519,71.22755182867992,02_rx_shape_pass_timing_warn/tx_side/041_WARN_Ch2_12_5F3N_f4_5d940b85_audit_amp1p5_edge500_r50_tx.png
02_rx_shape_pass_timing_warn,"RX shape matches HSPICE, but timing is WARN/ambiguous. Useful RX-shape evidence, not timing-certified.",rx,Ch2_12_5F3N_f4_5d940b85,audit_amp1p5_edge50_r50,reduced_4p_rx_dominant_delay_rc,WARN,WARN,PASS,WARN,WARN,voltage_pass_threshold_delay_confidence_low,0.009097541924077876,0.05425227007523929,35.50250340516432,74.58998385065479,02_rx_shape_pass_timing_warn/rx_side/042_WARN_Ch2_12_5F3N_f4_5d940b85_audit_amp1p5_edge50_r50_rx.png
02_rx_shape_pass_timing_warn,"RX shape matches HSPICE, but timing is WARN/ambiguous. Useful RX-shape evidence, not timing-certified.",tx,Ch2_12_5F3N_f4_5d940b85,audit_amp1p5_edge50_r50,reduced_4p_rx_dominant_delay_rc,WARN,WARN,PASS,WARN,WARN,voltage_pass_threshold_delay_confidence_low,0.009097541924077876,0.05425227007523929,35.50250340516432,74.58998385065479,02_rx_shape_pass_timing_warn/tx_side/042_WARN_Ch2_12_5F3N_f4_5d940b85_audit_amp1p5_edge50_r50_tx.png
02_rx_shape_pass_timing_warn,"RX shape matches HSPICE, but timing is WARN/ambiguous. Useful RX-shape evidence, not timing-certified.",rx,Ch2_12_5F3N_f4_5d940b85,audit_amp1p5_edge5_r50,reduced_4p_rx_dominant_delay_rc,WARN,WARN,PASS,WARN,WARN,voltage_pass_threshold_delay_confidence_low,0.009027072341246936,0.05572912354900016,35.57742264271574,75.73336669557712,02_rx_shape_pass_timing_warn/rx_side/043_WARN_Ch2_12_5F3N_f4_5d940b85_audit_amp1p5_edge5_r50_rx.png
02_rx_shape_pass_timing_warn,"RX shape matches HSPICE, but timing is WARN/ambiguous. Useful RX-shape evidence, not timing-certified.",tx,Ch2_12_5F3N_f4_5d940b85,audit_amp1p5_edge5_r50,reduced_4p_rx_dominant_delay_rc,WARN,WARN,PASS,WARN,WARN,voltage_pass_threshold_delay_confidence_low,0.009027072341246936,0.05572912354900016,35.57742264271574,75.73336669557712,02_rx_shape_pass_timing_warn/tx_side/043_WARN_Ch2_12_5F3N_f4_5d940b85_audit_amp1p5_edge5_r50_tx.png
02_rx_shape_pass_timing_warn,"RX shape matches HSPICE, but timing is WARN/ambiguous. Useful RX-shape evidence, not timing-certified.",rx,Ch3_17_5F3N_f3_c08ef229,audit_amp1p5_edge500_r50,reduced_4p_rx_dominant_delay_rc,PASS,WARN,PASS,WARN,WARN,voltage_pass_threshold_delay_confidence_low,0.02338035181543307,0.14659176043920535,29.06993252262557,65.87286434228196,02_rx_shape_pass_timing_warn/rx_side/044_WARN_Ch3_17_5F3N_f3_c08ef229_audit_amp1p5_edge500_r50_rx.png
02_rx_shape_pass_timing_warn,"RX shape matches HSPICE, but timing is WARN/ambiguous. Useful RX-shape evidence, not timing-certified.",tx,Ch3_17_5F3N_f3_c08ef229,audit_amp1p5_edge500_r50,reduced_4p_rx_dominant_delay_rc,PASS,WARN,PASS,WARN,WARN,voltage_pass_threshold_delay_confidence_low,0.02338035181543307,0.14659176043920535,29.06993252262557,65.87286434228196,02_rx_shape_pass_timing_warn/tx_side/044_WARN_Ch3_17_5F3N_f3_c08ef229_audit_amp1p5_edge500_r50_tx.png
02_rx_shape_pass_timing_warn,"RX shape matches HSPICE, but timing is WARN/ambiguous. Useful RX-shape evidence, not timing-certified.",rx,Ch3_17_5F3N_f3_c08ef229,audit_amp1p5_edge50_r50,reduced_4p_rx_dominant_delay_rc,PASS,WARN,PASS,WARN,WARN,voltage_pass_threshold_delay_confidence_low,0.03303862907878421,0.39992273335948886,31.069983130590835,68.95284908891396,02_rx_shape_pass_timing_warn/rx_side/045_WARN_Ch3_17_5F3N_f3_c08ef229_audit_amp1p5_edge50_r50_rx.png
02_rx_shape_pass_timing_warn,"RX shape matches HSPICE, but timing is WARN/ambiguous. Useful RX-shape evidence, not timing-certified.",tx,Ch3_17_5F3N_f3_c08ef229,audit_amp1p5_edge50_r50,reduced_4p_rx_dominant_delay_rc,PASS,WARN,PASS,WARN,WARN,voltage_pass_threshold_delay_confidence_low,0.03303862907878421,0.39992273335948886,31.069983130590835,68.95284908891396,02_rx_shape_pass_timing_warn/tx_side/045_WARN_Ch3_17_5F3N_f3_c08ef229_audit_amp1p5_edge50_r50_tx.png
02_rx_shape_pass_timing_warn,"RX shape matches HSPICE, but timing is WARN/ambiguous. Useful RX-shape evidence, not timing-certified.",rx,Ch3_17_5F3N_f3_c08ef229,audit_amp1p5_edge5_r50,reduced_4p_rx_dominant_delay_rc,PASS,WARN,PASS,WARN,WARN,voltage_pass_threshold_delay_confidence_low,0.030080691712969055,0.16192221444024418,32.0840049843606,80.15819908388733,02_rx_shape_pass_timing_warn/rx_side/046_WARN_Ch3_17_5F3N_f3_c08ef229_audit_amp1p5_edge5_r50_rx.png
02_rx_shape_pass_timing_warn,"RX shape matches HSPICE, but timing is WARN/ambiguous. Useful RX-shape evidence, not timing-certified.",tx,Ch3_17_5F3N_f3_c08ef229,audit_amp1p5_edge5_r50,reduced_4p_rx_dominant_delay_rc,PASS,WARN,PASS,WARN,WARN,voltage_pass_threshold_delay_confidence_low,0.030080691712969055,0.16192221444024418,32.0840049843606,80.15819908388733,02_rx_shape_pass_timing_warn/tx_side/046_WARN_Ch3_17_5F3N_f3_c08ef229_audit_amp1p5_edge5_r50_tx.png
02_rx_shape_pass_timing_warn,"RX shape matches HSPICE, but timing is WARN/ambiguous. Useful RX-shape evidence, not timing-certified.",rx,Ch3_17_5F3N_f4_efc6aab7,audit_amp1p5_edge500_r50,reduced_4p_rx_dominant_delay_rc,PASS,WARN,PASS,WARN,WARN,voltage_pass_threshold_delay_confidence_low,0.01839462984332425,0.1038700715997295,28.189700830129564,63.5963748232448,02_rx_shape_pass_timing_warn/rx_side/047_WARN_Ch3_17_5F3N_f4_efc6aab7_audit_amp1p5_edge500_r50_rx.png
02_rx_shape_pass_timing_warn,"RX shape matches HSPICE, but timing is WARN/ambiguous. Useful RX-shape evidence, not timing-certified.",tx,Ch3_17_5F3N_f4_efc6aab7,audit_amp1p5_edge500_r50,reduced_4p_rx_dominant_delay_rc,PASS,WARN,PASS,WARN,WARN,voltage_pass_threshold_delay_confidence_low,0.01839462984332425,0.1038700715997295,28.189700830129564,63.5963748232448,02_rx_shape_pass_timing_warn/tx_side/047_WARN_Ch3_17_5F3N_f4_efc6aab7_audit_amp1p5_edge500_r50_tx.png
02_rx_shape_pass_timing_warn,"RX shape matches HSPICE, but timing is WARN/ambiguous. Useful RX-shape evidence, not timing-certified.",rx,Ch3_17_5F3N_f4_efc6aab7,audit_amp1p5_edge50_r50,reduced_4p_rx_dominant_delay_rc,PASS,WARN,PASS,WARN,WARN,voltage_pass_threshold_delay_confidence_low,0.03187740277850774,0.3111386252711069,30.397784574093368,68.80886209487203,02_rx_shape_pass_timing_warn/rx_side/048_WARN_Ch3_17_5F3N_f4_efc6aab7_audit_amp1p5_edge50_r50_rx.png
02_rx_shape_pass_timing_warn,"RX shape matches HSPICE, but timing is WARN/ambiguous. Useful RX-shape evidence, not timing-certified.",tx,Ch3_17_5F3N_f4_efc6aab7,audit_amp1p5_edge50_r50,reduced_4p_rx_dominant_delay_rc,PASS,WARN,PASS,WARN,WARN,voltage_pass_threshold_delay_confidence_low,0.03187740277850774,0.3111386252711069,30.397784574093368,68.80886209487203,02_rx_shape_pass_timing_warn/tx_side/048_WARN_Ch3_17_5F3N_f4_efc6aab7_audit_amp1p5_edge50_r50_tx.png
02_rx_shape_pass_timing_warn,"RX shape matches HSPICE, but timing is WARN/ambiguous. Useful RX-shape evidence, not timing-certified.",rx,Ch3_17_5F3N_f4_efc6aab7,audit_amp1p5_edge5_r50,reduced_4p_rx_dominant_delay_rc,PASS,WARN,PASS,WARN,WARN,voltage_pass_threshold_delay_confidence_low,0.024446745196142233,0.18472544615538738,30.905152775964694,103.98029982800308,02_rx_shape_pass_timing_warn/rx_side/049_WARN_Ch3_17_5F3N_f4_efc6aab7_audit_amp1p5_edge5_r50_rx.png
02_rx_shape_pass_timing_warn,"RX shape matches HSPICE, but timing is WARN/ambiguous. Useful RX-shape evidence, not timing-certified.",tx,Ch3_17_5F3N_f4_efc6aab7,audit_amp1p5_edge5_r50,reduced_4p_rx_dominant_delay_rc,PASS,WARN,PASS,WARN,WARN,voltage_pass_threshold_delay_confidence_low,0.024446745196142233,0.18472544615538738,30.905152775964694,103.98029982800308,02_rx_shape_pass_timing_warn/tx_side/049_WARN_Ch3_17_5F3N_f4_efc6aab7_audit_amp1p5_edge5_r50_tx.png
02_rx_shape_pass_timing_warn,"RX shape matches HSPICE, but timing is WARN/ambiguous. Useful RX-shape evidence, not timing-certified.",rx,Ch3_17_8F_f3_00c873e8,audit_amp1p5_edge500_r50,reduced_4p_rx_dominant_delay_rc,PASS,WARN,PASS,WARN,WARN,voltage_pass_threshold_delay_confidence_low,0.02338035181543307,0.14659176043920535,29.06993252262557,65.87286434228196,02_rx_shape_pass_timing_warn/rx_side/050_WARN_Ch3_17_8F_f3_00c873e8_audit_amp1p5_edge500_r50_rx.png
02_rx_shape_pass_timing_warn,"RX shape matches HSPICE, but timing is WARN/ambiguous. Useful RX-shape evidence, not timing-certified.",tx,Ch3_17_8F_f3_00c873e8,audit_amp1p5_edge500_r50,reduced_4p_rx_dominant_delay_rc,PASS,WARN,PASS,WARN,WARN,voltage_pass_threshold_delay_confidence_low,0.02338035181543307,0.14659176043920535,29.06993252262557,65.87286434228196,02_rx_shape_pass_timing_warn/tx_side/050_WARN_Ch3_17_8F_f3_00c873e8_audit_amp1p5_edge500_r50_tx.png
02_rx_shape_pass_timing_warn,"RX shape matches HSPICE, but timing is WARN/ambiguous. Useful RX-shape evidence, not timing-certified.",rx,Ch3_17_8F_f3_00c873e8,audit_amp1p5_edge50_r50,reduced_4p_rx_dominant_delay_rc,PASS,WARN,PASS,WARN,WARN,voltage_pass_threshold_delay_confidence_low,0.03303862907878421,0.39992273335948886,31.069983130590835,68.95284908891396,02_rx_shape_pass_timing_warn/rx_side/051_WARN_Ch3_17_8F_f3_00c873e8_audit_amp1p5_edge50_r50_rx.png
02_rx_shape_pass_timing_warn,"RX shape matches HSPICE, but timing is WARN/ambiguous. Useful RX-shape evidence, not timing-certified.",tx,Ch3_17_8F_f3_00c873e8,audit_amp1p5_edge50_r50,reduced_4p_rx_dominant_delay_rc,PASS,WARN,PASS,WARN,WARN,voltage_pass_threshold_delay_confidence_low,0.03303862907878421,0.39992273335948886,31.069983130590835,68.95284908891396,02_rx_shape_pass_timing_warn/tx_side/051_WARN_Ch3_17_8F_f3_00c873e8_audit_amp1p5_edge50_r50_tx.png
02_rx_shape_pass_timing_warn,"RX shape matches HSPICE, but timing is WARN/ambiguous. Useful RX-shape evidence, not timing-certified.",rx,Ch3_17_8F_f3_00c873e8,audit_amp1p5_edge5_r50,reduced_4p_rx_dominant_delay_rc,PASS,WARN,PASS,WARN,WARN,voltage_pass_threshold_delay_confidence_low,0.030080691712969055,0.16192221444024418,32.0840049843606,80.15819908388733,02_rx_shape_pass_timing_warn/rx_side/052_WARN_Ch3_17_8F_f3_00c873e8_audit_amp1p5_edge5_r50_rx.png
02_rx_shape_pass_timing_warn,"RX shape matches HSPICE, but timing is WARN/ambiguous. Useful RX-shape evidence, not timing-certified.",tx,Ch3_17_8F_f3_00c873e8,audit_amp1p5_edge5_r50,reduced_4p_rx_dominant_delay_rc,PASS,WARN,PASS,WARN,WARN,voltage_pass_threshold_delay_confidence_low,0.030080691712969055,0.16192221444024418,32.0840049843606,80.15819908388733,02_rx_shape_pass_timing_warn/tx_side/052_WARN_Ch3_17_8F_f3_00c873e8_audit_amp1p5_edge5_r50_tx.png
02_rx_shape_pass_timing_warn,"RX shape matches HSPICE, but timing is WARN/ambiguous. Useful RX-shape evidence, not timing-certified.",rx,Ch3_17_8F_f4_817c067b,audit_amp1p5_edge500_r50,reduced_4p_rx_dominant_delay_rc,PASS,WARN,PASS,WARN,WARN,voltage_pass_threshold_delay_confidence_low,0.01839462984332425,0.1038700715997295,28.189700830129564,63.5963748232448,02_rx_shape_pass_timing_warn/rx_side/053_WARN_Ch3_17_8F_f4_817c067b_audit_amp1p5_edge500_r50_rx.png
