channel_id,path,relative_path,ports_from_suffix,bytes,status,supported_v1,ports,points,f_min_hz,f_max_hz,z0_summary,sampled_max_sv,sampled_max_sv_freq_hz,sampled_is_passive,dominant_path,dominant_peak_mag_db,dominant_low_freq_mag_db,dominant_high_freq_mag_db,dominant_delay_ns,delay_fmax_cycles,through_delay_spread_ns,through_paths_json,recommended_flow,route_reason,recommended_smoke_stop_ns,recommended_audit_stop_ns,recommended_candidates,ngspice_action
Ch5_22_5F3N_f4_23652cf6,C:\Users\sh3qm\code\ibis_comparison\hspice\sparam\Cisco_Backplane_channel_data\5F3N\Ch5_22_5F3N_f4.s4p,hspice/sparam/Cisco_Backplane_channel_data/5F3N/Ch5_22_5F3N_f4.s4p,4,1141835,ok,True,4,3201,10000000.0,50000000000.0,50;50;50;50;50;50;50;50...,0.5993628878324733,49406368750.0,True,S13,-55.917564,-77.23011,-84.5849,6.013512302460557,300.67561512302785,0.09202849458772011,S31 peak=-55.95dB delay=6.032ns; S42 peak=-70.56dB delay=6.106ns; S13 peak=-55.92dB delay=6.014ns; S24 peak=-70.22dB delay=6.067ns,delay_aware_required,long propagation delay creates too many phase wraps for direct vector-fit export,27,27,none_as_final,skip direct vector-fit as final; run delay-aware residual/prototype and HSPICE audit
Ch5_22_5F3N_f5_45e65429,C:\Users\sh3qm\code\ibis_comparison\hspice\sparam\Cisco_Backplane_channel_data\5F3N\Ch5_22_5F3N_f5.s4p,hspice/sparam/Cisco_Backplane_channel_data/5F3N/Ch5_22_5F3N_f5.s4p,4,1141988,ok,True,4,3201,10000000.0,50000000000.0,50;50;50;50;50;50;50;50...,0.5984340996787306,49343881250.0,True,S13,-70.178001,-92.216934,-77.56498,5.9799113600496705,298.99556800248354,0.7903821208687214,S31 peak=-70.38dB delay=6.048ns; S42 peak=-71.02dB delay=5.532ns; S13 peak=-70.18dB delay=5.98ns; S24 peak=-72.36dB delay=5.257ns,delay_aware_required,long propagation delay creates too many phase wraps for direct vector-fit export,26,26,none_as_final,skip direct vector-fit as final; run delay-aware residual/prototype and HSPICE audit
Ch5_22_5F3N_t_cd60ff78,C:\Users\sh3qm\code\ibis_comparison\hspice\sparam\Cisco_Backplane_channel_data\5F3N\Ch5_22_5F3N_t.s4p,hspice/sparam/Cisco_Backplane_channel_data/5F3N/Ch5_22_5F3N_t.s4p,4,1142072,ok,True,4,3201,10000000.0,50000000000.0,50;50;50;50;50;50;50;50...,0.997476500771818,10000000.0,True,S31,-0.5885916900000003,-0.5885916900000003,-85.16835,5.940826298592869,297.0413149296435,0.002211909047590943,S31 peak=-0.5886dB delay=5.941ns; S42 peak=-0.589dB delay=5.939ns; S13 peak=-0.5991dB delay=5.941ns; S24 peak=-0.599dB delay=5.939ns,delay_aware_required,long propagation delay creates too many phase wraps for direct vector-fit export,26,26,none_as_final,skip direct vector-fit as final; run delay-aware residual/prototype and HSPICE audit
Ch6_25_5F3N_f1_fbd74da8,C:\Users\sh3qm\code\ibis_comparison\hspice\sparam\Cisco_Backplane_channel_data\5F3N\Ch6_25_5F3N_f1.s4p,hspice/sparam/Cisco_Backplane_channel_data/5F3N/Ch6_25_5F3N_f1.s4p,4,1141137,ok,True,4,3201,10000000.0,50000000000.0,50;50;50;50;50;50;50;50...,0.6218568361142309,45563387500.0,True,S24,-59.51739500000001,-59.51739500000001,-87.635193,9.59837918250323,479.9189591251615,0.07736502856116623,S31 peak=-59.84dB delay=9.592ns; S42 peak=-59.63dB delay=9.614ns; S13 peak=-59.94dB delay=9.537ns; S24 peak=-59.52dB delay=9.598ns,delay_aware_required,long propagation delay creates too many phase wraps for direct vector-fit export,30,30,none_as_final,skip direct vector-fit as final; run delay-aware residual/prototype and HSPICE audit
Ch6_25_5F3N_f2_607adf50,C:\Users\sh3qm\code\ibis_comparison\hspice\sparam\Cisco_Backplane_channel_data\5F3N\Ch6_25_5F3N_f2.s4p,hspice/sparam/Cisco_Backplane_channel_data/5F3N/Ch6_25_5F3N_f2.s4p,4,1141105,ok,True,4,3201,10000000.0,50000000000.0,50;50;50;50;50;50;50;50...,0.6205310758931322,45422790625.0,True,S24,-66.930199,-78.934998,-87.033829,9.53272027738897,476.6360138694485,0.2575017225717424,S31 peak=-69.78dB delay=9.508ns; S42 peak=-67.01dB delay=9.526ns; S13 peak=-70.17dB delay=9.275ns; S24 peak=-66.93dB delay=9.533ns,delay_aware_required,long propagation delay creates too many phase wraps for direct vector-fit export,30,30,none_as_final,skip direct vector-fit as final; run delay-aware residual/prototype and HSPICE audit
Ch6_25_5F3N_f3_bcc9d6b5,C:\Users\sh3qm\code\ibis_comparison\hspice\sparam\Cisco_Backplane_channel_data\5F3N\Ch6_25_5F3N_f3.s4p,hspice/sparam/Cisco_Backplane_channel_data/5F3N/Ch6_25_5F3N_f3.s4p,4,1141228,ok,True,4,3201,10000000.0,50000000000.0,50;50;50;50;50;50;50;50...,0.6204659112484975,45563387500.0,True,S13,-48.726658,-78.083473,-84.123154,9.588240225822997,479.41201129114984,0.008024627147737107,S31 peak=-48.74dB delay=9.593ns; S42 peak=-49.74dB delay=9.596ns; S13 peak=-48.73dB delay=9.588ns; S24 peak=-49.71dB delay=9.596ns,delay_aware_required,long propagation delay creates too many phase wraps for direct vector-fit export,30,30,none_as_final,skip direct vector-fit as final; run delay-aware residual/prototype and HSPICE audit
Ch6_25_5F3N_f4_ade4d318,C:\Users\sh3qm\code\ibis_comparison\hspice\sparam\Cisco_Backplane_channel_data\5F3N\Ch6_25_5F3N_f4.s4p,hspice/sparam/Cisco_Backplane_channel_data/5F3N/Ch6_25_5F3N_f4.s4p,4,1141272,ok,True,4,3201,10000000.0,50000000000.0,50;50;50;50;50;50;50;50...,0.6214212721722596,45563387500.0,True,S13,-66.22731,-74.545517,-79.752953,9.510020759707453,475.5010379853727,0.13893131070649467,S31 peak=-66.33dB delay=9.567ns; S42 peak=-68.86dB delay=9.649ns; S13 peak=-66.23dB delay=9.51ns; S24 peak=-69.03dB delay=9.647ns,delay_aware_required,long propagation delay creates too many phase wraps for direct vector-fit export,30,30,none_as_final,skip direct vector-fit as final; run delay-aware residual/prototype and HSPICE audit
Ch6_25_5F3N_f5_259b77ba,C:\Users\sh3qm\code\ibis_comparison\hspice\sparam\Cisco_Backplane_channel_data\5F3N\Ch6_25_5F3N_f5.s4p,hspice/sparam/Cisco_Backplane_channel_data/5F3N/Ch6_25_5F3N_f5.s4p,4,1141072,ok,True,4,3201,10000000.0,50000000000.0,50;50;50;50;50;50;50;50...,0.6214707268896325,45422790625.0,True,S13,-70.847878,-89.636749,-84.424797,9.554635504878707,477.7317752439354,2.3295430641642074,S31 peak=-71.35dB delay=9.603ns; S42 peak=-73.25dB delay=7.273ns; S13 peak=-70.85dB delay=9.555ns; S24 peak=-71.35dB delay=8.918ns,delay_aware_required,long propagation delay creates too many phase wraps for direct vector-fit export,30,30,none_as_final,skip direct vector-fit as final; run delay-aware residual/prototype and HSPICE audit
Ch6_25_5F3N_t_99b0e890,C:\Users\sh3qm\code\ibis_comparison\hspice\sparam\Cisco_Backplane_channel_data\5F3N\Ch6_25_5F3N_t.s4p,hspice/sparam/Cisco_Backplane_channel_data/5F3N/Ch6_25_5F3N_t.s4p,4,1141263,ok,True,4,3201,10000000.0,50000000000.0,50;50;50;50;50;50;50;50...,0.9899267174183959,10000000.0,True,S24,-0.4198086899999997,-0.4198086899999997,-78.917076,9.524289480118169,476.21447400590847,0.010191638327857078,S31 peak=-0.4209dB delay=9.534ns; S42 peak=-0.4368dB delay=9.524ns; S13 peak=-0.4279dB delay=9.534ns; S24 peak=-0.4198dB delay=9.524ns,delay_aware_required,long propagation delay creates too many phase wraps for direct vector-fit export,30,30,none_as_final,skip direct vector-fit as final; run delay-aware residual/prototype and HSPICE audit
Ch7_28_5F3N_f1_2f68e976,C:\Users\sh3qm\code\ibis_comparison\hspice\sparam\Cisco_Backplane_channel_data\5F3N\Ch7_28_5F3N_f1.s4p,hspice/sparam/Cisco_Backplane_channel_data/5F3N/Ch7_28_5F3N_f1.s4p,4,1142034,ok,True,4,3201,10000000.0,50000000000.0,50;50;50;50;50;50;50;50...,0.6090035565515768,48297215625.0,True,S42,-47.98055599999999,-47.98055599999999,-89.898796,8.99983298881998,449.99164944099897,0.2942829010246637,S31 peak=-48.35dB delay=8.706ns; S42 peak=-47.98dB delay=9ns; S13 peak=-48.21dB delay=8.902ns; S24 peak=-48.36dB delay=8.815ns,delay_aware_required,long propagation delay creates too many phase wraps for direct vector-fit export,29,29,none_as_final,skip direct vector-fit as final; run delay-aware residual/prototype and HSPICE audit
Ch7_28_5F3N_f2_541c3113,C:\Users\sh3qm\code\ibis_comparison\hspice\sparam\Cisco_Backplane_channel_data\5F3N\Ch7_28_5F3N_f2.s4p,hspice/sparam/Cisco_Backplane_channel_data/5F3N/Ch7_28_5F3N_f2.s4p,4,1142201,ok,True,4,3201,10000000.0,50000000000.0,50;50;50;50;50;50;50;50...,0.622179714417075,45985178125.0,True,S13,-68.263611,-82.766197,-81.552284,6.845215798715374,342.26078993576874,0.5815398635283247,S31 peak=-73.62dB delay=7.262ns; S42 peak=-69.64dB delay=7.427ns; S13 peak=-68.26dB delay=6.845ns; S24 peak=-69.58dB delay=7.417ns,delay_aware_required,long propagation delay creates too many phase wraps for direct vector-fit export,27,27,none_as_final,skip direct vector-fit as final; run delay-aware residual/prototype and HSPICE audit
Ch7_28_5F3N_f3_f196ef7a,C:\Users\sh3qm\code\ibis_comparison\hspice\sparam\Cisco_Backplane_channel_data\5F3N\Ch7_28_5F3N_f3.s4p,hspice/sparam/Cisco_Backplane_channel_data/5F3N/Ch7_28_5F3N_f3.s4p,4,1141962,ok,True,4,3201,10000000.0,50000000000.0,50;50;50;50;50;50;50;50...,0.6091934439227854,44954134375.0,True,S31,-51.13187,-82.473747,-85.736603,7.470240759263047,373.5120379631523,0.010844551132842106,S31 peak=-51.13dB delay=7.47ns; S42 peak=-53.09dB delay=7.481ns; S13 peak=-51.17dB delay=7.474ns; S24 peak=-53.09dB delay=7.477ns,delay_aware_required,long propagation delay creates too many phase wraps for direct vector-fit export,28,28,none_as_final,skip direct vector-fit as final; run delay-aware residual/prototype and HSPICE audit
Ch7_28_5F3N_f4_517f55f7,C:\Users\sh3qm\code\ibis_comparison\hspice\sparam\Cisco_Backplane_channel_data\5F3N\Ch7_28_5F3N_f4.s4p,hspice/sparam/Cisco_Backplane_channel_data/5F3N/Ch7_28_5F3N_f4.s4p,4,1142173,ok,True,4,3201,10000000.0,50000000000.0,50;50;50;50;50;50;50;50...,0.5947727108288526,49406368750.0,True,S31,-59.00629000000001,-80.516739,-88.948029,7.501187259674149,375.05936298370744,0.04618310328754305,S31 peak=-59.01dB delay=7.501ns; S42 peak=-71.52dB delay=7.487ns; S13 peak=-59.08dB delay=7.489ns; S24 peak=-71.47dB delay=7.455ns,delay_aware_required,long propagation delay creates too many phase wraps for direct vector-fit export,28,28,none_as_final,skip direct vector-fit as final; run delay-aware residual/prototype and HSPICE audit
Ch7_28_5F3N_f5_62411d5d,C:\Users\sh3qm\code\ibis_comparison\hspice\sparam\Cisco_Backplane_channel_data\5F3N\Ch7_28_5F3N_f5.s4p,hspice/sparam/Cisco_Backplane_channel_data/5F3N/Ch7_28_5F3N_f5.s4p,4,1142123,ok,True,4,3201,10000000.0,50000000000.0,50;50;50;50;50;50;50;50...,0.5938986653710523,49328259375.0,True,S42,-70.090927,-75.013161,-86.47894300000002,6.872706719128196,343.63533595640985,2.812751794801809,S31 peak=-70.84dB delay=7.486ns; S42 peak=-70.09dB delay=6.873ns; S13 peak=-71.85dB delay=7.415ns; S24 peak=-72.17dB delay=4.673ns,delay_aware_required,long propagation delay creates too many phase wraps for direct vector-fit export,27,27,none_as_final,skip direct vector-fit as final; run delay-aware residual/prototype and HSPICE audit
Ch7_28_5F3N_t_14e90129,C:\Users\sh3qm\code\ibis_comparison\hspice\sparam\Cisco_Backplane_channel_data\5F3N\Ch7_28_5F3N_t.s4p,hspice/sparam/Cisco_Backplane_channel_data/5F3N/Ch7_28_5F3N_t.s4p,4,1141965,ok,True,4,3201,10000000.0,50000000000.0,50;50;50;50;50;50;50;50...,0.9953788729534329,10000000.0,True,S31,-0.7412899100000003,-0.7412899100000003,-74.569191,7.4313348892000235,371.5667444600012,0.0007987775336122382,S31 peak=-0.7413dB delay=7.431ns; S42 peak=-0.7435dB delay=7.431ns; S13 peak=-0.7532dB delay=7.432ns; S24 peak=-0.7533dB delay=7.431ns,delay_aware_required,long propagation delay creates too many phase wraps for direct vector-fit export,28,28,none_as_final,skip direct vector-fit as final; run delay-aware residual/prototype and HSPICE audit
Ch8_30_5F3N_f1_3d07c21c,C:\Users\sh3qm\code\ibis_comparison\hspice\sparam\Cisco_Backplane_channel_data\5F3N\Ch8_30_5F3N_f1.s4p,hspice/sparam/Cisco_Backplane_channel_data/5F3N/Ch8_30_5F3N_f1.s4p,4,1141177,ok,True,4,3201,10000000.0,50000000000.0,50;50;50;50;50;50;50;50...,0.6188454127283739,45563387500.0,True,S42,-50.436558,-50.436558,-92.496346,12.896721699895894,644.8360849947948,0.12800929074688483,S31 peak=-50.91dB delay=12.78ns; S42 peak=-50.44dB delay=12.9ns; S13 peak=-50.45dB delay=12.77ns; S24 peak=-50.44dB delay=12.89ns,delay_aware_required,long propagation delay creates too many phase wraps for direct vector-fit export,33,33,none_as_final,skip direct vector-fit as final; run delay-aware residual/prototype and HSPICE audit
Ch8_30_5F3N_f2_b656654c,C:\Users\sh3qm\code\ibis_comparison\hspice\sparam\Cisco_Backplane_channel_data\5F3N\Ch8_30_5F3N_f2.s4p,hspice/sparam/Cisco_Backplane_channel_data/5F3N/Ch8_30_5F3N_f2.s4p,4,1141077,ok,True,4,3201,10000000.0,50000000000.0,50;50;50;50;50;50;50;50...,0.6193696698282153,45563387500.0,True,S13,-69.903839,-79.421547,-76.309509,11.61809028472356,580.9045142361781,0.8288606610210536,S31 peak=-72.37dB delay=12.04ns; S42 peak=-70.3dB delay=12.45ns; S13 peak=-69.9dB delay=11.62ns; S24 peak=-70.73dB delay=12.39ns,delay_aware_required,long propagation delay creates too many phase wraps for direct vector-fit export,32,32,none_as_final,skip direct vector-fit as final; run delay-aware residual/prototype and HSPICE audit
Ch8_30_5F3N_f3_5fb04c7e,C:\Users\sh3qm\code\ibis_comparison\hspice\sparam\Cisco_Backplane_channel_data\5F3N\Ch8_30_5F3N_f3.s4p,hspice/sparam/Cisco_Backplane_channel_data/5F3N/Ch8_30_5F3N_f3.s4p,4,1141160,ok,True,4,3201,10000000.0,50000000000.0,50;50;50;50;50;50;50;50...,0.617754312385167,45563387500.0,True,S13,-53.86068,-73.320656,-84.427322,12.53721855482172,626.860927741086,0.003616189903823397,S31 peak=-53.9dB delay=12.53ns; S42 peak=-55.62dB delay=12.54ns; S13 peak=-53.86dB delay=12.54ns; S24 peak=-55.61dB delay=12.53ns,delay_aware_required,long propagation delay creates too many phase wraps for direct vector-fit export,33,33,none_as_final,skip direct vector-fit as final; run delay-aware residual/prototype and HSPICE audit
Ch8_30_5F3N_f4_6538e16f,C:\Users\sh3qm\code\ibis_comparison\hspice\sparam\Cisco_Backplane_channel_data\5F3N\Ch8_30_5F3N_f4.s4p,hspice/sparam/Cisco_Backplane_channel_data/5F3N/Ch8_30_5F3N_f4.s4p,4,1140746,ok,True,4,3201,10000000.0,50000000000.0,50;50;50;50;50;50;50;50...,0.6182446892146799,45563387500.0,True,S13,-66.485741,-80.709892,-81.05468,12.433796092551761,621.689804627588,0.0569980662799896,S31 peak=-66.64dB delay=12.48ns; S42 peak=-69.93dB delay=12.46ns; S13 peak=-66.49dB delay=12.43ns; S24 peak=-69.76dB delay=12.49ns,delay_aware_required,long propagation delay creates too many phase wraps for direct vector-fit export,33,33,none_as_final,skip direct vector-fit as final; run delay-aware residual/prototype and HSPICE audit
Ch8_30_5F3N_f5_e1730a3a,C:\Users\sh3qm\code\ibis_comparison\hspice\sparam\Cisco_Backplane_channel_data\5F3N\Ch8_30_5F3N_f5.s4p,hspice/sparam/Cisco_Backplane_channel_data/5F3N/Ch8_30_5F3N_f5.s4p,4,1140987,ok,True,4,3201,10000000.0,50000000000.0,50;50;50;50;50;50;50;50...,0.6176141700591978,45563387500.0,True,S13,-68.608246,-83.972992,-75.047318,12.296908626170037,614.8454313085018,9.472486941851095,S31 peak=-73.51dB delay=12.43ns; S42 peak=-72.43dB delay=4.519ns; S13 peak=-68.61dB delay=12.3ns; S24 peak=-71.64dB delay=2.955ns,delay_aware_required,long propagation delay creates too many phase wraps for direct vector-fit export,33,33,none_as_final,skip direct vector-fit as final; run delay-aware residual/prototype and HSPICE audit
Ch8_30_5F3N_t_21ef6343,C:\Users\sh3qm\code\ibis_comparison\hspice\sparam\Cisco_Backplane_channel_data\5F3N\Ch8_30_5F3N_t.s4p,hspice/sparam/Cisco_Backplane_channel_data/5F3N/Ch8_30_5F3N_t.s4p,4,1141151,ok,True,4,3201,10000000.0,50000000000.0,50;50;50;50;50;50;50;50...,0.9901391142767676,10000000.0,True,S31,-0.7146821000000014,-0.7146821000000014,-100.6663,12.488049832188528,624.4024916094264,0.0022168878215982346,S31 peak=-0.7147dB delay=12.49ns; S42 peak=-0.7358dB delay=12.49ns; S13 peak=-0.7149dB delay=12.49ns; S24 peak=-0.7154dB delay=12.49ns,delay_aware_required,long propagation delay creates too many phase wraps for direct vector-fit export,33,33,none_as_final,skip direct vector-fit as final; run delay-aware residual/prototype and HSPICE audit
Ch9_33_5F3N_f1_15c78eab,C:\Users\sh3qm\code\ibis_comparison\hspice\sparam\Cisco_Backplane_channel_data\5F3N\Ch9_33_5F3N_f1.s4p,hspice/sparam/Cisco_Backplane_channel_data/5F3N/Ch9_33_5F3N_f1.s4p,4,1141447,ok,True,4,3201,10000000.0,50000000000.0,50;50;50;50;50;50;50;50...,0.6188360766964478,45563387500.0,True,S13,-50.42183299999999,-50.42183299999999,-83.52229300000002,13.979419217176773,698.9709608588387,1.2366896934940534,S31 peak=-50.86dB delay=12.89ns; S42 peak=-50.73dB delay=14.13ns; S13 peak=-50.42dB delay=13.98ns; S24 peak=-50.77dB delay=14.1ns,delay_aware_required,long propagation delay creates too many phase wraps for direct vector-fit export,34,34,none_as_final,skip direct vector-fit as final; run delay-aware residual/prototype and HSPICE audit
Ch9_33_5F3N_f2_727163b3,C:\Users\sh3qm\code\ibis_comparison\hspice\sparam\Cisco_Backplane_channel_data\5F3N\Ch9_33_5F3N_f2.s4p,hspice/sparam/Cisco_Backplane_channel_data/5F3N/Ch9_33_5F3N_f2.s4p,4,1140928,ok,True,4,3201,10000000.0,50000000000.0,50;50;50;50;50;50;50;50...,0.6213933872039031,45563387500.0,True,S24,-71.940773,-85.09146099999998,-93.72245,12.547552177101888,627.3776088550944,0.1870238047607682,S31 peak=-75.79dB delay=12.5ns; S42 peak=-71.94dB delay=12.52ns; S13 peak=-76.1dB delay=12.36ns; S24 peak=-71.94dB delay=12.55ns,delay_aware_required,long propagation delay creates too many phase wraps for direct vector-fit export,33,33,none_as_final,skip direct vector-fit as final; run delay-aware residual/prototype and HSPICE audit
Ch9_33_5F3N_f3_e6d09091,C:\Users\sh3qm\code\ibis_comparison\hspice\sparam\Cisco_Backplane_channel_data\5F3N\Ch9_33_5F3N_f3.s4p,hspice/sparam/Cisco_Backplane_channel_data/5F3N/Ch9_33_5F3N_f3.s4p,4,1141065,ok,True,4,3201,10000000.0,50000000000.0,50;50;50;50;50;50;50;50...,0.620129154996513,45563387500.0,True,S31,-55.213286999999994,-85.65824899999998,-95.33895900000002,12.536042008401793,626.8021004200897,0.010289213397616237,S31 peak=-55.21dB delay=12.54ns; S42 peak=-57.63dB delay=12.53ns; S13 peak=-55.22dB delay=12.53ns; S24 peak=-57.55dB delay=12.53ns,delay_aware_required,long propagation delay creates too many phase wraps for direct vector-fit export,33,33,none_as_final,skip direct vector-fit as final; run delay-aware residual/prototype and HSPICE audit
Ch9_33_5F3N_f4_dd88a4a4,C:\Users\sh3qm\code\ibis_comparison\hspice\sparam\Cisco_Backplane_channel_data\5F3N\Ch9_33_5F3N_f4.s4p,hspice/sparam/Cisco_Backplane_channel_data/5F3N/Ch9_33_5F3N_f4.s4p,4,1141355,ok,True,4,3201,10000000.0,50000000000.0,50;50;50;50;50;50;50;50...,0.6182873765262583,45563387500.0,True,S13,-67.440773,-84.060875,-83.249763,12.393872196661446,619.6936098330723,0.13362001289156744,S31 peak=-67.61dB delay=12.49ns; S42 peak=-70.79dB delay=12.36ns; S13 peak=-67.44dB delay=12.39ns; S24 peak=-70.93dB delay=12.46ns,delay_aware_required,long propagation delay creates too many phase wraps for direct vector-fit export,33,33,none_as_final,skip direct vector-fit as final; run delay-aware residual/prototype and HSPICE audit
Ch9_33_5F3N_f5_fe9a0410,C:\Users\sh3qm\code\ibis_comparison\hspice\sparam\Cisco_Backplane_channel_data\5F3N\Ch9_33_5F3N_f5.s4p,hspice/sparam/Cisco_Backplane_channel_data/5F3N/Ch9_33_5F3N_f5.s4p,4,1141203,ok,True,4,3201,10000000.0,50000000000.0,50;50;50;50;50;50;50;50...,0.6204405421232043,45563387500.0,True,S13,-69.25473,-75.960419,-78.741417,12.302830210486702,615.1415105243351,9.632067969157253,S31 peak=-73.08dB delay=12.28ns; S42 peak=-71.99dB delay=2.671ns; S13 peak=-69.25dB delay=12.3ns; S24 peak=-71.16dB delay=3.55ns,delay_aware_required,long propagation delay creates too many phase wraps for direct vector-fit export,33,33,none_as_final,skip direct vector-fit as final; run delay-aware residual/prototype and HSPICE audit
Ch9_33_5F3N_t_cbf9057d,C:\Users\sh3qm\code\ibis_comparison\hspice\sparam\Cisco_Backplane_channel_data\5F3N\Ch9_33_5F3N_t.s4p,hspice/sparam/Cisco_Backplane_channel_data/5F3N/Ch9_33_5F3N_t.s4p,4,1141145,ok,True,4,3201,10000000.0,50000000000.0,50;50;50;50;50;50;50;50...,0.989047280141727,10000000.0,True,S31,-0.7219864100000013,-0.7219864100000013,-82.098961,12.496298104064989,624.8149052032495,0.0011656553528762714,S31 peak=-0.722dB delay=12.5ns; S42 peak=-0.7621dB delay=12.5ns; S13 peak=-0.7229dB delay=12.5ns; S24 peak=-0.7367dB delay=12.5ns,delay_aware_required,long propagation delay creates too many phase wraps for direct vector-fit export,33,33,none_as_final,skip direct vector-fit as final; run delay-aware residual/prototype and HSPICE audit
Ch10_35_8F_f1_a4cc4b4d,C:\Users\sh3qm\code\ibis_comparison\hspice\sparam\Cisco_Backplane_channel_data\8F\Ch10_35_8F_f1.s4p,hspice/sparam/Cisco_Backplane_channel_data/8F/Ch10_35_8F_f1.s4p,4,1141073,ok,True,4,3201,10000000.0,50000000000.0,50;50;50;50;50;50;50;50...,0.622332333104745,45563387500.0,True,S42,-48.241837,-48.241837,-88.275536,15.534287035184803,776.7143517592401,0.07340712586962184,S31 peak=-48.34dB delay=15.6ns; S42 peak=-48.24dB delay=15.53ns; S13 peak=-48.34dB delay=15.61ns; S24 peak=-48.24dB delay=15.61ns,delay_aware_required,long propagation delay creates too many phase wraps for direct vector-fit export,36,36,none_as_final,skip direct vector-fit as final; run delay-aware residual/prototype and HSPICE audit
Ch10_35_8F_f2_bf896f64,C:\Users\sh3qm\code\ibis_comparison\hspice\sparam\Cisco_Backplane_channel_data\8F\Ch10_35_8F_f2.s4p,hspice/sparam/Cisco_Backplane_channel_data/8F/Ch10_35_8F_f2.s4p,4,1140915,ok,True,4,3201,10000000.0,50000000000.0,50;50;50;50;50;50;50;50...,0.6203501152758982,45563387500.0,True,S13,-71.591721,-76.383888,-81.368607,2.866934275744926,143.34671378724633,11.00116272143232,S31 peak=-74.03dB delay=9.193ns; S42 peak=-73.2dB delay=13.87ns; S13 peak=-71.59dB delay=2.867ns; S24 peak=-72.56dB delay=13.79ns,delay_aware_required,long propagation delay creates too many phase wraps for direct vector-fit export,23,23,none_as_final,skip direct vector-fit as final; run delay-aware residual/prototype and HSPICE audit
Ch10_35_8F_f3_e315413e,C:\Users\sh3qm\code\ibis_comparison\hspice\sparam\Cisco_Backplane_channel_data\8F\Ch10_35_8F_f3.s4p,hspice/sparam/Cisco_Backplane_channel_data/8F/Ch10_35_8F_f3.s4p,4,1141263,ok,True,4,3201,10000000.0,50000000000.0,50;50;50;50;50;50;50;50...,0.6199820808783555,45563387500.0,True,S13,-56.614258,-85.118546,-85.09697700000001,14.00057255895551,700.0286279477755,0.009189482341835031,S31 peak=-56.62dB delay=14.01ns; S42 peak=-58.36dB delay=14.01ns; S13 peak=-56.61dB delay=14ns; S24 peak=-58.37dB delay=14.01ns,delay_aware_required,long propagation delay creates too many phase wraps for direct vector-fit export,35,35,none_as_final,skip direct vector-fit as final; run delay-aware residual/prototype and HSPICE audit
Ch10_35_8F_f4_71660fc2,C:\Users\sh3qm\code\ibis_comparison\hspice\sparam\Cisco_Backplane_channel_data\8F\Ch10_35_8F_f4.s4p,hspice/sparam/Cisco_Backplane_channel_data/8F/Ch10_35_8F_f4.s4p,4,1141247,ok,True,4,3201,10000000.0,50000000000.0,50;50;50;50;50;50;50;50...,0.6213284094841652,45563387500.0,True,S13,-68.716118,-81.76296199999999,-85.797722,13.939940797047864,696.9970398523933,0.05210694583374931,S31 peak=-68.74dB delay=13.99ns; S42 peak=-71.55dB delay=13.99ns; S13 peak=-68.72dB delay=13.94ns; S24 peak=-71.46dB delay=13.97ns,delay_aware_required,long propagation delay creates too many phase wraps for direct vector-fit export,34,34,none_as_final,skip direct vector-fit as final; run delay-aware residual/prototype and HSPICE audit
Ch10_35_8F_f5_14667ac0,C:\Users\sh3qm\code\ibis_comparison\hspice\sparam\Cisco_Backplane_channel_data\8F\Ch10_35_8F_f5.s4p,hspice/sparam/Cisco_Backplane_channel_data/8F/Ch10_35_8F_f5.s4p,4,1141082,ok,True,4,3201,10000000.0,50000000000.0,50;50;50;50;50;50;50;50...,0.6208303208282462,45563387500.0,True,S13,-72.19915,-83.148476,-86.827477,10.267981507413744,513.3990753706872,10.818426805365592,S31 peak=-74.47dB delay=13.71ns; S42 peak=-73.44dB delay=2.894ns; S13 peak=-72.2dB delay=10.27ns; S24 peak=-74.55dB delay=4.37ns,delay_aware_required,long propagation delay creates too many phase wraps for direct vector-fit export,31,31,none_as_final,skip direct vector-fit as final; run delay-aware residual/prototype and HSPICE audit
Ch10_35_8F_f6_122f3a53,C:\Users\sh3qm\code\ibis_comparison\hspice\sparam\Cisco_Backplane_channel_data\8F\Ch10_35_8F_f6.s4p,hspice/sparam/Cisco_Backplane_channel_data/8F/Ch10_35_8F_f6.s4p,4,1140915,ok,True,4,3201,10000000.0,50000000000.0,50;50;50;50;50;50;50;50...,0.6203501152758982,45563387500.0,True,S13,-71.591721,-76.383888,-81.368607,2.866934275744926,143.34671378724633,11.00116272143232,S31 peak=-74.03dB delay=9.193ns; S42 peak=-73.2dB delay=13.87ns; S13 peak=-71.59dB delay=2.867ns; S24 peak=-72.56dB delay=13.79ns,delay_aware_required,long propagation delay creates too many phase wraps for direct vector-fit export,23,23,none_as_final,skip direct vector-fit as final; run delay-aware residual/prototype and HSPICE audit
